county,precinct_id,boundary_name,source_name,method
COLUMBIA,031,Grovetown Methodist,Grovetown Methodist Church,prior_election_name
COLUMBIA,034,Grove First Baptist Church,Grove First Baptist Church,name
COLUMBIA,018,New Life Church,New Life Church,name
COLUMBIA,062,Parkway Baptist Church,Parkway Baptist Church,name
COLUMBIA,017,Patriots Park,Patriots Park,name
COLUMBIA,016,Woodlawn Bapt Church,Woodlawn Baptist Church,unique_name_similarity
COLUMBIA,015,Lewis Methodist,Lewis Methodist Church,prior_election_name
COLUMBIA,025,Bessie Thomas Center,Bessie Thomas Center,name
COLUMBIA,024,Second Mount Moriah Baptist Church,Second Mt Moriah Baptist Church,name
COLUMBIA,022,Harlem Senior Center,Harlem Senior Center,name
COLUMBIA,020,Harlem Branch Library,Harlem Branch Library,name
COLUMBIA,032,G A Apostolic Church,G A Apostolic Church,name
COLUMBIA,075,Belair Baptist Church,Belair Baptist Church,name
COLUMBIA,080,Westside Bapt Church,Westside Baptist Church,unique_name_similarity
COLUMBIA,090,Abilene Baptist,Abilene Baptist,name
COLUMBIA,110,Columbia Co. Fire Hdqtr.,Mtz Col Fire Hdqtr,prior_election_name
COLUMBIA,115,Martinez Baptist Church,Martinez Baptist,prior_election_name
COLUMBIA,065,Christ Sanctified,Christ Sanctified,name
COLUMBIA,051,Damascus Bapt Church,Damascus Baptist Church,unique_name_similarity
COLUMBIA,050,Second Mount Carmel Baptist Church,Second Mt Carmel Baptist Church,name
LINCOLN,3-B,Tabernacle,Tabernacle,name
LINCOLN,4-B,Martins Crossroad,Martins Crossroad,name
LINCOLN,1-A,Midway,Midway,name
LINCOLN,1-B,Lincoln Club House,Lincoln Club House,name
LINCOLN,2,Lincoln Center,Lincoln Center,name
LINCOLN,3-A,Faith Temple Of Linc,Faith Temple of Lincoln,unique_name_similarity
LINCOLN,4-A,Bethany Church,Bethany Church,name
MCDUFFIE,132,132,132,name
MCDUFFIE,139,139,139,name
MCDUFFIE,131,131,131,name
MCDUFFIE,137,137,137,name
MCDUFFIE,133A,133A,133A,name
MCDUFFIE,133B,133B,133B,name
MCDUFFIE,135,135,135,name
MCDUFFIE,134,134,134,name
MCDUFFIE,136,136,136,name
RABUN,RABUN,Rabun County,Rabun County,name
TALIAFERRO,172,Sharon,Sharon,name
TALIAFERRO,601,Crawfordville,Crawfordville,name
GREENE,004,Union Point,,unmatched
GREENE,001,Greensboro,,unmatched
GREENE,005,Siloam,,unmatched
GREENE,006,White Plains,,unmatched
GREENE,008,Old Salem,,unmatched
OCONEE,03,Antioch,Antioch,name
OCONEE,02,Colham Ferry,Colham Ferry,name
OCONEE,05,Bishop,Bishop,name
OCONEE,12,Civic Center,Civic Center,name
OCONEE,10,Marswood Hall,Marswood Hall,name
OCONEE,01,City Hall,City Hall,name
OCONEE,04,Farmington,Farmington,name
OCONEE,11,East Oconee,East Oconee,name
OCONEE,08,Dark Corner,Dark Corner,name
OCONEE,06,High Shoals,High Shoals,name
OCONEE,07,North Oconee,North Oconee,name
OCONEE,09,Bogart,Bogart,name
CLARKE,1C,Barnett Shls School,1C,code
CLARKE,6A,Cleveland Road School,6A,code
CLARKE,6C,Timothy Road Elementary Schl,6C,code
CLARKE,5A,Oglethorpe School,5A,code
CLARKE,8C,Firestation #7,8C,code
CLARKE,8B,Cedar Shls High School,8B,code
CLARKE,4A,Athens Transit Center,4A,code
CLARKE,8A,Gaines School,8A,code
CLARKE,1D,Whit Davis School,1D,code
CLARKE,1B,E. Athens Baptist,1B,code
CLARKE,2B,Howard Stroud School,2B,code
CLARKE,1A,Winterville Train Depot,1A,code
CLARKE,7A,Timothy Bptst Church,7A,code
CLARKE,7B,Athens Regional Library,7B,code
CLARKE,7C,Firestation #3,7C,code
CLARKE,4B,Memorial Park,4B,code
CLARKE,3A,Clarke Central High,3A,code
CLARKE,5C,Chase Street School,5C,code
CLARKE,5D,Acc Fleet Mgt Bldg,5D,code
CLARKE,3B,Thomas N. Lay Park,3B,code
CLARKE,2A,Judia J. Harris School,2A,code
CLARKE,6B,Georgia Square Mall,6B,code
CLARKE,6D,Firestation #4,6D,code
CLARKE,5B,Whitehead Road School,5B,code
BANKS,0009,Hollingsworth,Hollingsworth,name
BANKS,0012,Washington,Washington,name
BANKS,0005,Columbia,Columbia,name
BANKS,0013,Wilmonts,Wilmonts,name
BANKS,0001,Anderson,Anderson,name
BANKS,0010,Homer,Homer,name
BANKS,0004,Bushville,Bushville,name
BANKS,0006,Davids,Davids,name
BANKS,0008,Grove River,Grove River,name
BANKS,0011,Poplar Springs,Poplar Springs,name
BANKS,0007,Golden Hill,Golden Hill,name
BANKS,0002,Baldwin,Baldwin,name
BANKS,0003,Berlin,Berlin,name
MORGAN,02,East Morgan,East Morgan,name
MORGAN,06,West Morgan,West Morgan,name
MORGAN,07,North Morgan,North Morgan,name
MORGAN,04,Central Morgan,Central Morgan,name
MORGAN,03,Beth/Springfield,Beth/Springfield,name
MORGAN,05,Clacks Chapel,Clacks Chapel,name
MORGAN,01,Northeast Morgan,Northeast Morgan,name
WALTON,559,Good Hope,Good Hope,name
WALTON,422,West Walton,West Walton,name
WALTON,421,Loganville South,Loganville South,name
WALTON,417,Loganville Central,Loganville North,prior_election_name
WALTON,424,Bay Creek,Bay Creek,name
WALTON,1663,Bold Springs,Bold Springs,name
WALTON,416,Walnut Grove,Walnut Grove,name
WALTON,423,Broken Arrow,Broken Arrow,name
WALTON,427,Tara,Tara,name
WALTON,502,Jersey,Jersey,name
WALTON,415,Between,Between,name
WALTON,454,Mountain,Mountain,name
WALTON,250,Walker Park,Walker Park,name
WALTON,420,North Monroe,North Monroe,name
WALTON,419,South Monroe,South Monroe,name
WALTON,503,Blasingame,Blasingame,name
WALTON,425,Central Monroe,E Monroe,prior_election_name
WALTON,418,Social Circle,Social Circle,name
WALTON,1675,Whatley,Whatley,name
WALTON,426,W Monroe,W Monroe,name
WALTON,414,Gratis,Gratis,name
NEWTON,04,Alcovy,Alcovy,name
NEWTON,07,Brick Store,Brick Store,name
NEWTON,05,Covington Mills,Covington Mills,name
NEWTON,13,Beaverdam,Beaverdam,name
NEWTON,24,Crowell,Crowell,name
NEWTON,08,Cedar Shoals,Cedar Shoals,name
NEWTON,03,Almon,Almon,name
NEWTON,19,Buck Creek,Buck Creek,name
NEWTON,20,Stansells,Stansells,name
NEWTON,23,Fairview,Fairview,name
NEWTON,06,Brewers,Brewers,name
NEWTON,14,Leguinn,Leguinn,name
NEWTON,15,Mansfield,Mansfield,name
NEWTON,16,Newborn,Newborn,name
NEWTON,10,Downs,Downs,name
NEWTON,18,Rocky Plains,Rocky Plains,name
NEWTON,09,Livingston,Livingston,name
NEWTON,02,Town,Town,name
NEWTON,12,Gum Creek,Gum Creek,name
NEWTON,01,City Pond,City Pond,name
NEWTON,17,Oxford,Oxford,name
NEWTON,25,Hub,Hub,name
UNION,4,Ivy Log,Ivy Log,name
UNION,8,Gumlog,Gumlog,name
UNION,1,Blairsville,Blairsville,name
UNION,11,Choestoe,Choestoe,name
UNION,6,Trackrock,Trackrock,name
UNION,5,Suches,Suches,name
UNION,2,Jones Creek,Jones Creek,name
UNION,10,Coosa,Coosa,name
UNION,3,Owltown,Owltown,name
UNION,7,Dooley,Dooley,name
UNION,9,Pat Colwell,Pat Colwell,name
FULTON,FA01B,First Baptist Church Of Fairburn,FA01B,code
FULTON,SC07C,Oakley Elementary,SC07C,code
FULTON,PA01,Palmetto Library,PA01,code
FULTON,FA01D,FA01D,FA01D,name
FULTON,JC02,Northview High School,JC02,code
FULTON,CP06A,Camp Truitt Senior Center,CP06A,code
FULTON,11J,Junction 2800,11J,code
FULTON,EP03B,Woodland Middle School,EP03B,code
FULTON,SC23C,New Life Presbyterian Church,SC23C,code
FULTON,SC23A,New Life Presbyterian Church,SC23A,code
FULTON,SC27,McNair Middle,SC27,code
FULTON,CP083,Tracey Wyatt Community Center,CP083,code
FULTON,CP08A,Tracey Wyatt Community Center,CP08A,code
FULTON,SC29A,Creel Park,SC29A,code
FULTON,SC23B,New Life Presbyterian Church,SC23B,code
FULTON,SC09B,Burdett Park Gym,SC09B,code
FULTON,SC11B,Creel Park,SC11B,code
FULTON,SC11A,Creel Park,SC11A,code
FULTON,CP084,Tracey Wyatt Community Center,CP084,code
FULTON,SC08D,Gladys Dennard At South Fulton Library,SC08D,code
FULTON,UC01B,Feldwood Elementary,UC01B,code
FULTON,SC09C,McNair Middle,SC09C,code
FULTON,SC09A,Burdett Park Gym,SC09A,code
FULTON,UC031,Christian City Welcome Center,UC031,code
FULTON,SC08E,Gladys Dennard At South Fulton Library,SC08E,code
FULTON,SC08H,Gladys Dennard At South Fulton Library,SC08H,code
FULTON,UC01D,Feldwood Elementary,UC01D,code
FULTON,SC17B,Welcome All Recreation Center,SC17B,code
FULTON,SC08B,Gladys Dennard At South Fulton Library,SC08B,code
FULTON,SC15,The Enon Church,SC15,code
FULTON,FA01A,Open Word Christian Ministries,FA01A,code
FULTON,UC02A,Etris Community Center,UC02A,code
FULTON,SC07A,Creekside High School,SC07A,code
FULTON,SC04,Cedar Grove Church Of Christ,SC04,code
FULTON,CH03,Chattahoochee Hills City Hall,CH03,code
FULTON,CH01,Chattahoochee Hills City Hall,CH01,code
FULTON,CH02,Chattahoochee Hills City Hall,CH02,code
FULTON,SC211,Oakley Elementary,SC211,code
FULTON,CH05,Chattahoochee Hills City Hall,CH05,code
FULTON,CH04A,Chattahoochee Hills City Hall,CH04A,code
FULTON,UC032,Christian City Welcome Center,UC032,code
FULTON,SC212,Oakley Elementary,SC212,code
FULTON,FA01C,Harvest Rain Church,FA01C,code
FULTON,RW09A,RW09A,RW09A,name
FULTON,JC18,Mount Pisgah United Methodist Church,JC18,code
FULTON,AP01C,Haynes Bridge Middle,AP01C,code
FULTON,JC16,Mount Pisgah United Methodist Church,JC16,code
FULTON,AP01A,New Prospect Elementary,AP01A,code
FULTON,AP12A,Alpharetta High School,AP12A,code
FULTON,JC14,Dolvin Elementary School,JC14,code
FULTON,AP14,Ocee Elementary,AP14,code
FULTON,JC15,Dolvin Elementary School,JC15,code
FULTON,JC10,Chattahoochee High School,JC10,code
FULTON,AP09A,Webb Bridge Middle,AP09A,code
FULTON,JC11,Johns Creek High School,JC11,code
FULTON,JC09,Chattahoochee High School,JC09,code
FULTON,JC07,Wilson Creek Elementary,JC07,code
FULTON,JC08,Clear Springs Baptist Church,JC08,code
FULTON,JC05,Abbotts Hill Elementary School,JC05,code
FULTON,JC04B,Robert E. Fulton Ocee Library,JC04B,code
FULTON,JC03A,Abbotts Hill Elementary School,JC03A,code
FULTON,JC04A,Robert E. Fulton Ocee Library,JC04A,code
FULTON,JC03B,Abbotts Hill Elementary School,JC03B,code
FULTON,JC06,Northview High School,JC06,code
FULTON,09F,Morris Brandon Primary Center School,09F,code
FULTON,08N2,Trinity Presbyterian Church,08N2,exact_precinct_code
FULTON,08N1,Trinity Presbyterian Church,08N1,exact_precinct_code
FULTON,08F1,Trinity Presbyterian Church,08F1,exact_precinct_code
FULTON,08A,Sutton Middle Six Grade Campus,08A,code
FULTON,08D,Northside Branch Library,08D,code
FULTON,10K,Beecher Hills Elementary School,10K,code
FULTON,10G,St. Paul's Episcopal Church,10G,code
FULTON,11H,Beecher Hills Elementary School,11H,code
FULTON,10J,St. Paul's Episcopal Church,10J,code
FULTON,EP02E,Jefferson Park Recreation Center,EP02E,code
FULTON,12L,Adams Park Library,12L,code
FULTON,EP02B,Jefferson Park Recreation Center,EP02B,code
FULTON,12G,Metropolitan Library,12G,code
FULTON,SS09A,Mount Vernon Baptist Church,SS09A,code
FULTON,SS16,Mount Vernon Baptist Church,SS16,code
FULTON,RW05,Elkins Pointe Middle School,RW05,code
FULTON,AP021,Wills Park Recreation Center,AP021,code
FULTON,RW06,Northwood Elementary,RW06,code
FULTON,RW13,Northwood Elementary,RW13,code
FULTON,AP01D,Haynes Bridge Middle,AP01D,code
FULTON,AP02B,Wills Park Recreation Center,AP02B,code
FULTON,AP022,Wills Park Recreation Center,AP022,code
FULTON,AP01B,Alpharetta Library,AP01B,code
FULTON,CP02,College Park Auditorium,CP02,code
FULTON,CP01B,College Park Auditorium,CP01B,code
FULTON,EP02C,Jefferson Park Recreation Center,EP02C,code
FULTON,RW08,Crosspointe Community Church,RW08,code
FULTON,RW12,North River Baptist Church,RW12,code
FULTON,RW16,Elkins Pointe Middle School,RW16,code
FULTON,RW12A,RW12A,RW12A,name
FULTON,SS15B,Sandy Springs Middle School,SS15B,code
FULTON,SS17,Temple Emanu-El Of Greater Atlanta,SS17,code
FULTON,SS15A,Sandy Springs Middle School,SS15A,code
FULTON,RW02,Temple Beth Tikvah,RW02,code
FULTON,RW10,Crosspointe Community Church,RW10,code
FULTON,RW09,Roswell High School,RW09,code
FULTON,RW01,Crabapple Middle,RW01,code
FULTON,RW03,Temple Beth Tikvah,RW03,code
FULTON,SS18B,Sandy Springs Christian Church,SS18B,code
FULTON,SS02A,Spalding Drive Elementary,SS02A,code
FULTON,SS19B,North Fulton Annex,SS19B,code
FULTON,SS19A,Ison Springs Elementary,SS19A,code
FULTON,SS26,North Fulton Annex,SS26,code
FULTON,SS20,Woodland Elementary,SS20,code
FULTON,SS22,Ison Springs Elementary,SS22,code
FULTON,RW11A,Roswell Library,RW11A,code
FULTON,JC01,River Trail Middle School,JC01,code
FULTON,SS09B,North Fulton Training Center,SS09B,code
FULTON,SS13B,North Fulton Training Center,SS13B,code
FULTON,SS11D,High Point Elementary,SS11D,code
FULTON,SS11B,High Point Elementary,SS11B,code
FULTON,SS06,Sandy Springs Library,SS06,code
FULTON,SS05,Sandy Springs Christian Church,SS05,code
FULTON,SS18A,Sandy Springs Christian Church,SS18A,code
FULTON,SS31,Sandy Springs Library,SS31,code
FULTON,SS03,Lake Forest Elementary School,SS03,code
FULTON,SS13A,North Fulton Training Center,SS13A,code
FULTON,SS11A,Church Of The Redeemer,SS11A,code
FULTON,SS11C,High Point Elementary,SS11C,code
FULTON,SS14,Ridgeview Charter Middle School,SS14,code
FULTON,08M,Buckhead Library,08M,code
FULTON,07J,Peachtree Hills Recreation Center,07J,code
FULTON,07H,Second Ponce De Leon Baptist Church,07H,code
FULTON,08G,Cathedral Of Saint Philip,08G,code
FULTON,08C,Sutton Middle Six Grade Campus,08C,code
FULTON,08B,Chastain Park Gymnasium,08B,code
FULTON,06I,Peachtree Hills Recreation Center,06I,code
FULTON,12D,Metropolitan Library,12D,code
FULTON,12A1,12A1,12A1,name
FULTON,04S,St. Peter Missionary Baptist Church,04S,code
FULTON,04X1,Joseph McGhee Tennis Center,04X1,exact_precinct_code
FULTON,04M,James Orange Park,04M,code
FULTON,04T,James Orange Park,04T,code
FULTON,10M,Joseph McGhee Tennis Center,10M,code
FULTON,04X2,Joseph McGhee Tennis Center,04X2,exact_precinct_code
FULTON,04L,West Hunter Street Baptist Church,04L,code
FULTON,RW19,North River Baptist Church,RW19,code
FULTON,ML01B,Milton Library,ML01B,code
FULTON,AP04A,Alpharetta Crabapple Gov Center,AP04A,code
FULTON,ML01A,ML01A,ML01A,name
FULTON,AP04B,Alpharetta Crabapple Gov Center,AP04B,code
FULTON,AP06,Alpharetta Crabapple Gov Center,AP06,code
FULTON,AP07B,Alpharetta Elementary,AP07B,code
FULTON,ML02B,ML02B,ML02B,name
FULTON,ML03A,ML03A,ML03A,name
FULTON,AP10,Alpharetta Library,AP10,code
FULTON,AP07A,Alpharetta Elementary,AP07A,code
FULTON,ML04,ML04,ML04,name
FULTON,ML02A,ML02A,ML02A,name
FULTON,ML03,Hopewell Baptist Church,ML03,code
FULTON,ML07A,Hopewell Baptist Church,ML07A,code
FULTON,09H,Trinity Anglican Church,09H,code
FULTON,08J,Northside Church,08J,code
FULTON,ML06A,Manning Oaks Elementary,ML06A,code
FULTON,AP12B,Alpharetta High School,AP12B,code
FULTON,ML05,ML05,ML05,name
FULTON,ML06B,Cambridge High School,ML06B,code
FULTON,AP05,Creek View Elementary,AP05,code
FULTON,ML07B,ML07B,ML07B,name
FULTON,MP01,Mountain Park Community Building,MP01,code
FULTON,AP09B,Webb Bridge Middle,AP09B,code
FULTON,JC04C,JC04C,JC04C,name
FULTON,09I,Allen Temple African Methodist Episcopal Church,09I,code
FULTON,03E,Lindsay Street Baptist Church,03E,code
FULTON,04J,Friendship Baptist Church,04J,code
FULTON,03L,Lindsay Street Baptist Church,03L,code
FULTON,03M,Trinity Anglican Church,03M,code
FULTON,03N,Lindsay Street Baptist Church,03N,code
FULTON,09G,Trinity Anglican Church,09G,code
FULTON,HP01,Hoyt Smith Center,HP01,code
FULTON,12H1,John Birdine Neighborhood Center,12H1,exact_precinct_code
FULTON,12E1,Rosel Fann Recreation Center,12E1,exact_precinct_code
FULTON,12F,John Birdine Neighborhood Center,12F,code
FULTON,12A,Metropolitan Library,12A,code
FULTON,12S,Watley Library At Southeast Atlanta,12S,code
FULTON,01J,Watley Library At Southeast Atlanta,01J,code
FULTON,12K,Pittman Park Recreation Center,12K,code
FULTON,12N,Pittman Park Recreation Center,12N,code
FULTON,04B,Flipper Temple African Methodist Episcopal Church,04B,code
FULTON,04V,Dunbar Neighborhood Center - Gym,04V,code
FULTON,04I,Trinity United Methodist,04I,code
FULTON,01F,Fanplex,01F,code
FULTON,05A2,Lang-Carson Community Center,05A2,exact_precinct_code
FULTON,03G,Lindsay Street Baptist Church,03G,code
FULTON,03T,Friendship Baptist Church,03T,code
FULTON,03P2,Antioch Baptist Church Family Center,03P2,exact_precinct_code
FULTON,04F,Saint Luke's Episcopal Church,04F,code
FULTON,03I,North Avenue Presbyterian,03I,code
FULTON,02B,Saint Luke's Episcopal Church,02B,code
FULTON,05C,Liberty Baptist Church,05C,code
FULTON,05K,David T. Howard Middle School,05K,code
FULTON,05D,Saint Luke's Episcopal Church,05D,code
FULTON,05F,Saint Luke's Episcopal Church,05F,code
FULTON,02L2,North Avenue Presbyterian,02L2,exact_precinct_code
FULTON,02L1A,02L1A,02L1A,name
FULTON,02C,Saint Luke's Episcopal Church,02C,code
FULTON,02L1,Lutheran Church Of The Redeemer,02L1,exact_precinct_code
FULTON,02K,Park Tavern,02K,code
FULTON,03P1A,Antioch Baptist Church Family Center,03P1A,exact_precinct_code
FULTON,08P,Trinity Anglican Church,08P,code
FULTON,10D,C.T. Martin Recreation Center,10D,code
FULTON,10E,Jackson Memorial Baptist Church,10E,code
FULTON,10P,Jackson Memorial Baptist Church,10P,code
FULTON,10H1,St. Paul's Episcopal Church,10H1,exact_precinct_code
FULTON,03C,Berean Seventh Day Adventist Church,03C,code
FULTON,03H,Allen Temple African Methodist Episcopal Church,03H,code
FULTON,09K,Northwest Library At Scotts Crossings,09K,code
FULTON,09M,Springfield Missionary Baptist Church,09M,code
FULTON,09E,Salem Bible Church,09E,code
FULTON,09A,Bolton Academy,09A,code
FULTON,04C,C.A. Scott Recreation Bldg,04C,code
FULTON,03A,Allen Temple African Methodist Episcopal Church,03A,code
FULTON,03D,C.A. Scott Recreation Bldg,03D,code
FULTON,03B,Allen Temple African Methodist Episcopal Church,03B,code
FULTON,SC07D,SC07D,SC07D,name
FULTON,SC13,Langston Hughes High School,SC13,code
FULTON,SC05A,Langston Hughes High School,SC05A,code
FULTON,SC05D,The Enon Church,SC05D,code
FULTON,SC15A,SC15A,SC15A,name
FULTON,SC18C,Friendship Community Church,SC18C,code
FULTON,SC18B,Friendship Community Church,SC18B,code
FULTON,SC01A,West Lake High School,SC01A,code
FULTON,UC01A,Feldwood Elementary,UC01A,code
FULTON,UC02C,UC02C,UC02C,name
FULTON,SC08G,Gladys Dennard At South Fulton Library,SC08G,code
FULTON,SC08F,Gladys Dennard At South Fulton Library,SC08F,code
FULTON,SC05E,Cliftondale Church,SC05E,code
FULTON,SC20,Wolf Creek Branch Library,SC20,code
FULTON,SC01B,West Lake High School,SC01B,code
FULTON,UC02B,Etris Community Center,UC02B,code
FULTON,SC05B,Cliftondale Church,SC05B,code
FULTON,SC08C,Welcome All Recreation Center,SC08C,code
FULTON,SC10,Tracey Wyatt Community Center,SC10,code
FULTON,CP081,Tracey Wyatt Community Center,CP081,code
FULTON,UC01E,Feldwood Elementary,UC01E,code
FULTON,SC17A,Welcome All Recreation Center,SC17A,code
FULTON,SC17C,Welcome All Recreation Center,SC17C,code
FULTON,SC19A,Solid Rock Pentecostal Church,SC19A,code
FULTON,EP04B,Camp Creek Middle School,EP04B,code
FULTON,SC18A,Friendship Community Church,SC18A,code
FULTON,EP02A,Jefferson Park Recreation Center,EP02A,code
FULTON,11B,Southwest Atlanta Christian Academy,11B,code
FULTON,11B1,11B1,11B1,name
FULTON,11C,William Walker Recreation Center,11C,code
FULTON,SC14A,Evelyn Lowery Library At Cascade,SC14A,code
FULTON,SC30A,Evelyn Lowery Library At Cascade,SC30A,code
FULTON,10A,The Kindezi School - West,10A,code
FULTON,11E3,Deerwood Elementary,11E3,exact_precinct_code
FULTON,11E1,William Walker Recreation Center,11E1,exact_precinct_code
FULTON,11E2,William Walker Recreation Center,11E2,exact_precinct_code
FULTON,SC19B,Solid Rock Pentecostal Church,SC19B,code
FULTON,EP04A,Brookview Elementary School,EP04A,code
FULTON,CP07C,Camp Truitt Senior Center,CP07C,code
FULTON,CP051,Camp Truitt Senior Center,CP051,code
FULTON,CP07E,Camp Truitt Senior Center,CP07E,code
FULTON,11P,Believers Bible Christian Church,11P,code
FULTON,EP04C,EP04C,EP04C,name
FULTON,10C,C.T. Martin Recreation Center,10C,code
FULTON,11N,Believers Bible Christian Church,11N,code
FULTON,11M,Junction 2800,11M,code
FULTON,11M1,11M1,11M1,name
FULTON,SC30B,Evelyn Lowery Library At Cascade,SC30B,code
FULTON,10R,C.T. Martin Recreation Center,10R,code
FULTON,10B,West Manor Park - Af Recreation Center,10B,code
FULTON,10I,West Manor Park - Af Recreation Center,10I,code
FULTON,10H2,St. Paul's Episcopal Church,10H2,exact_precinct_code
FULTON,FC02,FC02,FC02,name
FULTON,09C,Jackson Memorial Baptist Church,09C,code
FULTON,09B,Springfield Missionary Baptist Church,09B,code
FULTON,09K1,09K1,09K1,name
FULTON,11R,Junction 2800,11R,code
FULTON,EP01B,Bowden Senior Center,EP01B,code
FULTON,11K,Adams Park Recreation Center,11K,code
FULTON,EP02D,Jefferson Park Recreation Center,EP02D,code
FULTON,11G,Adams Park Library,11G,code
FULTON,12I,Adams Park Library,12I,code
FULTON,FC01,FC01,FC01,name
FULTON,SC01C,West Lake High School,SC01C,code
FULTON,SC02,Southwest Arts Center,SC02,code
FULTON,SC16A,Sandtown Middle School,SC16A,code
FULTON,FC03,FC03,FC03,name
FULTON,CP05B,Camp Truitt Senior Center,CP05B,code
FULTON,CP07F,Camp Truitt Senior Center,CP07F,code
FULTON,CP07D,Camp Truitt Senior Center,CP07D,code
FULTON,CP07B,Camp Truitt Senior Center,CP07B,code
FULTON,CP04B,College Park Auditorium,CP04B,code
FULTON,CP04A,College Park Auditorium,CP04A,code
FULTON,CP012,College Park Auditorium,CP012,code
FULTON,EP03A,St. Stephen Missionary Baptist Church,EP03A,code
FULTON,CP011,College Park Auditorium,CP011,code
FULTON,EP01A,East Point First Mallalieu United Methodist Church,EP01A,code
FULTON,04D,C.A. Scott Recreation Bldg,04D,code
FULTON,04G,James Orange Park,04G,code
FULTON,04A,C.A. Scott Recreation Bldg,04A,code
FULTON,04K,West Hunter Street Baptist Church,04K,code
FULTON,04W,Flipper Temple African Methodist Episcopal Church,04W,code
FULTON,10F,Berean Seventh Day Adventist Church,10F,code
FULTON,03S,Berean Seventh Day Adventist Church,03S,code
FULTON,09D,Salem Bible Church,09D,code
FULTON,08E,Morris Brandon Primary Center School,08E,code
FULTON,JC01A,JC01A,JC01A,name
FULTON,AP12C,Alpharetta High School,AP12C,code
FULTON,JC12,Northeast / Spruill Oaks Library,JC12,code
FULTON,SS12,Ridgeview Charter Middle School,SS12,code
FULTON,SS07C,Lake Forest Elementary School,SS07C,code
FULTON,SS07B,Lake Forest Elementary School,SS07B,code
FULTON,SS07A,Lake Forest Elementary School,SS07A,code
FULTON,SS08B,Hammond Park Gym,SS08B,code
FULTON,SS02B,Spalding Drive Elementary,SS02B,code
FULTON,SS08C,Hammond Park Gym,SS08C,code
FULTON,SS04,St. Jude Catholic Church,SS04,code
FULTON,SS08A,Hammond Park Gym,SS08A,code
FULTON,SS08D,Hammond Park Gym,SS08D,code
FULTON,SS29A,St. Jude Catholic Church,SS29A,code
FULTON,08H,Sutton Middle School,08H,code
FULTON,06J,Virginia-Highland Elementary,06J,code
FULTON,06E,Morningside Baptist Church Gym,06E,code
FULTON,06Q,Second Ponce De Leon Baptist Church,06Q,code
FULTON,06D1,06D1,06D1,name
FULTON,06D2,06D2,06D2,name
FULTON,06D,Morningside Baptist Church Gym,06D,code
FULTON,08K,Northside Church,08K,code
FULTON,08L,Christ Church Presbyterian,08L,code
FULTON,02W,Peachtree Christian Church,02W,code
FULTON,03F,Peachtree Christian Church,03F,code
FULTON,02A1,02A1,02A1,name
FULTON,06R,Peachtree Christian Church,06R,code
FULTON,02A,Piedmont Park Magnolia Hall,02A,code
FULTON,06N,Second Ponce De Leon Baptist Church,06N,code
FULTON,06L2,Christ Church Presbyterian,06L2,exact_precinct_code
FULTON,02S,David T. Howard Middle School,02S,code
FULTON,05J,David T. Howard Middle School,05J,code
FULTON,01P,Dobbs Elementary School,01P,code
FULTON,01R,Thomasville Recreation Center,01R,code
FULTON,01E,Grant Park Recreation Center,01E,code
FULTON,01A,Parkside Elementary School,01A,code
FULTON,05A1,Dad's Garage Theatre,05A1,exact_precinct_code
FULTON,01B,Ormewood Park Presbyterian Church,01B,code
FULTON,12J,Rosel Fann Recreation Center,12J,code
