precinct_key,district_num,area_weight
001:1B,157,1.0000000000
001:1C,157,0.8375634518
001:1C,178,0.1624365482
001:2,157,1.0000000000
001:3A1,157,1.0000000000
001:3C,157,0.9280397022
001:3C,178,0.0719602978
001:4B,178,1.0000000000
001:4D,178,1.0000000000
001:5A,157,1.0000000000
001:5B,157,0.0166975881
001:5B,178,0.9833024119
003:AXSON,176,1.0000000000
003:PEARSONCITY,176,1.0000000000
003:PEARSONCOUNTY,176,1.0000000000
003:WILLACOOCHEE,176,1.0000000000
005:DOUGLAS,178,1.0000000000
007:ANNA,154,1.0000000000
007:ELMODEL,154,1.0000000000
007:HOGGARDSMILL,154,1.0000000000
007:MILFORD,154,1.0000000000
007:NEWTON,154,1.0000000000
009:BODDIE,133,1.0000000000
009:CITYHALLANNEX,133,1.0000000000
009:COOPERS,133,1.0000000000
009:COURTHOUSE,133,1.0000000000
009:EASTBALDWIN,128,1.0000000000
009:EASTHARDWICK,133,1.0000000000
009:MERIWETHER,133,1.0000000000
009:NORTHBALDWIN,133,1.0000000000
009:NORTHMILLEDGEVILLE,133,1.0000000000
009:SCOTTBORO,133,1.0000000000
009:SOUTHMILLEDGEVILLE,133,1.0000000000
009:WESTBALDWIN,133,1.0000000000
009:WESTHARDWICK,133,1.0000000000
009:WESTTHOMAS,133,1.0000000000
011:ANDERSON,32,1.0000000000
011:BALDWIN,32,1.0000000000
011:BERLIN,32,1.0000000000
011:BUSHVILLE,32,1.0000000000
011:COLUMBIA,32,1.0000000000
011:DAVIDS,32,1.0000000000
011:GOLDENHILL,32,1.0000000000
011:GROVERIVER,32,1.0000000000
011:HOLLINGSWORTH,32,1.0000000000
011:HOMER,32,1.0000000000
011:POPLARSPRINGS,32,1.0000000000
011:WASHINGTON,32,1.0000000000
011:WILMONTS,32,1.0000000000
013:01,104,0.0024721879
013:01,119,0.9975278121
013:02,119,1.0000000000
013:03,104,1.0000000000
013:04,104,1.0000000000
013:05,119,0.5993413831
013:05,120,0.4006586169
013:08,119,1.0000000000
013:13,119,1.0000000000
013:16,104,0.6667519182
013:16,119,0.3332480818
015:ADAIRSVILLE,14,1.0000000000
015:ALLATOONA,15,1.0000000000
