precinct_key,district_num,area_weight
001:1B,19,1.0000000000
001:1C,19,1.0000000000
001:2,19,1.0000000000
001:3A1,19,1.0000000000
001:3C,19,1.0000000000
001:4B,19,1.0000000000
001:4D,19,1.0000000000
001:5A,19,1.0000000000
001:5B,19,1.0000000000
003:AXSON,8,1.0000000000
003:PEARSONCITY,8,1.0000000000
003:PEARSONCOUNTY,8,1.0000000000
003:WILLACOOCHEE,8,1.0000000000
005:DOUGLAS,19,1.0000000000
007:ANNA,12,1.0000000000
007:ELMODEL,12,1.0000000000
007:HOGGARDSMILL,12,1.0000000000
007:MILFORD,12,1.0000000000
007:NEWTON,12,1.0000000000
009:BODDIE,25,1.0000000000
009:CITYHALLANNEX,25,1.0000000000
009:COOPERS,25,1.0000000000
009:COURTHOUSE,25,1.0000000000
009:EASTBALDWIN,25,1.0000000000
009:EASTHARDWICK,25,1.0000000000
009:MERIWETHER,25,1.0000000000
009:NORTHBALDWIN,25,1.0000000000
009:NORTHMILLEDGEVILLE,25,1.0000000000
009:SCOTTBORO,25,1.0000000000
009:SOUTHMILLEDGEVILLE,25,1.0000000000
009:WESTBALDWIN,25,1.0000000000
009:WESTHARDWICK,25,1.0000000000
009:WESTTHOMAS,25,1.0000000000
011:ANDERSON,50,1.0000000000
011:BALDWIN,50,1.0000000000
011:BERLIN,50,1.0000000000
011:BUSHVILLE,50,1.0000000000
011:COLUMBIA,50,1.0000000000
011:DAVIDS,50,1.0000000000
011:GOLDENHILL,50,1.0000000000
011:GROVERIVER,50,1.0000000000
011:HOLLINGSWORTH,50,1.0000000000
011:HOMER,50,1.0000000000
011:POPLARSPRINGS,50,1.0000000000
011:WASHINGTON,50,1.0000000000
011:WILMONTS,50,1.0000000000
013:01,46,0.0240963855
013:01,47,0.9759036145
013:02,45,1.0000000000
013:03,45,1.0000000000
013:04,45,1.0000000000
013:05,47,1.0000000000
013:08,47,1.0000000000
013:13,45,0.8294774631
013:13,46,0.1705225369
013:16,46,1.0000000000
015:ADAIRSVILLE,52,1.0000000000
015:ALLATOONA,37,1.0000000000
015:CARTERSVILLEEAST,52,1.0000000000
015:CARTERSVILLEWEST,52,1.0000000000
015:CASSVILLE,52,1.0000000000
015:CENTER,52,1.0000000000
015:EMERSON,37,1.0000000000
015:EUHARLEE,52,1.0000000000
015:FOLSOM,52,1.0000000000
015:HAMILTONCROSSING,52,1.0000000000
015:KINGSTON,52,1.0000000000
015:MISSIONROAD,52,1.0000000000
015:PINELOG,52,1.0000000000
015:TAYLORSVILLE,52,1.0000000000
015:WHITE,52,1.0000000000
015:WOODLAND,52,1.0000000000
015:ZENADRIVE,52,1.0000000000
017:EAST,13,1.0000000000
019:ALAPAHA,13,1.0000000000
019:ENIGMA,13,1.0000000000
019:NASHVILLE,13,1.0000000000
019:RAYCITY,13,1.0000000000
019:WESTBERRIEN,13,1.0000000000
021:EASTMACON1,26,1.0000000000
021:EASTMACON2,26,1.0000000000
021:EASTMACON3,25,1.0000000000
021:EASTMACON4,26,1.0000000000
021:EASTMACON5,26,1.0000000000
021:GODFREY1,26,1.0000000000
021:GODFREY2,26,1.0000000000
021:GODFREY3,26,1.0000000000
021:GODFREY4,26,1.0000000000
021:GODFREY5,26,1.0000000000
021:HAZZARD1,26,1.0000000000
021:HAZZARD2,18,1.0000000000
021:HAZZARD3,26,1.0000000000
021:HAZZARD4,18,1.0000000000
021:HOWARD1,18,1.0000000000
021:HOWARD2,18,1.0000000000
021:HOWARD3,18,1.0000000000
021:HOWARD4,25,1.0000000000
021:HOWARD5,18,0.3000000000
021:HOWARD5,25,0.7000000000
021:HOWARD6,25,1.0000000000
021:HOWARD7,18,1.0000000000
021:RUTLAND1,18,1.0000000000
021:RUTLAND2,26,1.0000000000
021:VINEVILLE1,26,1.0000000000
021:VINEVILLE2,26,1.0000000000
021:VINEVILLE3,26,1.0000000000
021:VINEVILLE4,26,1.0000000000
021:VINEVILLE5,25,1.0000000000
021:VINEVILLE6,26,1.0000000000
021:WARRIOR1,18,1.0000000000
021:WARRIOR2,18,1.0000000000
023:1,20,1.0000000000
025:HOBOKEN,3,1.0000000000
025:NAHUNTA,3,1.0000000000
025:WAYNESVILLE,3,1.0000000000
027:BARWICK,11,1.0000000000
027:BRIGGS,11,1.0000000000
027:DIXIE,11,1.0000000000
027:MORVEN,11,1.0000000000
027:NANKIN,11,1.0000000000
027:PAVO,11,1.0000000000
027:QUITMAN,11,1.0000000000
029:029FTSTEW,1,1.0000000000
029:BLACKCREEK,1,1.0000000000
029:BRYANCOUNTYADMINBLDG,1,1.0000000000
029:CHRISTBAPTISTCHURCH,1,1.0000000000
029:DANIELSIDING,1,1.0000000000
029:FIRSTBAPTISTCHURCH,1,1.0000000000
029:HARNCOMMUNITYCENTER,1,1.0000000000
029:JOHNSTEVENSWETLANDCTR,1,1.0000000000
029:NEWBEGINNINGS,1,1.0000000000
029:NEWLIFE,1,1.0000000000
029:RHRECCOMPLEX,1,1.0000000000
031:BAY,4,1.0000000000
031:BLITCH,4,1.0000000000
031:BROOKLET,4,1.0000000000
031:CHURCH,4,1.0000000000
031:EMIT,4,1.0000000000
031:FAIR,4,1.0000000000
031:HAGIN,4,1.0000000000
031:LEEFIELD,4,1.0000000000
031:LOCKHART,4,1.0000000000
031:NEVILS,4,1.0000000000
031:PITTMANPARK,4,1.0000000000
031:PORTAL,4,1.0000000000
031:REGISTER,4,1.0000000000
031:SINKHOLE,4,1.0000000000
031:STATESBORO,4,1.0000000000
031:STILSON,4,1.0000000000
033:ALEXANDER,23,1.0000000000
033:BLAKENEY,23,1.0000000000
033:FOURPOINTS,23,1.0000000000
033:GIRARD,23,1.0000000000
033:GOUGH,23,1.0000000000
033:GREENSCUT,23,1.0000000000
033:KEYSVILLE,23,1.0000000000
033:MIDVILLE,23,1.0000000000
033:MUNNERLYN,23,1.0000000000
033:NORTHWAYNESBORO,23,1.0000000000
033:SARDIS,23,1.0000000000
033:SCOTTSCROSSROADS,23,1.0000000000
033:SOUTHWAYNESBORO,23,1.0000000000
033:STCLAIR,23,1.0000000000
033:TELFAIR,23,1.0000000000
033:VIDETTE,23,1.0000000000
035:BUTTSCOUNTYRECREATIONCENTER,25,1.0000000000
035:JENKINSBURGCITYHALL,25,1.0000000000
035:ROCKCREEKMISSIONARY,25,1.0000000000
035:STARKUNITEDMETHODISTCHURCH,25,1.0000000000
035:TOWALIGABAPTISTCHURCH,25,1.0000000000
037:ARLINGTON,12,1.0000000000
037:EDISON,12,1.0000000000
037:EDISONARLINGTON,12,1.0000000000
037:LEARY,12,1.0000000000
037:MORGAN,12,1.0000000000
039:BROWNTOWN,3,1.0000000000
039:EASTKINGSLAND,3,1.0000000000
039:HARRIETSBLUFF,3,1.0000000000
039:KINGSLAND,3,1.0000000000
039:MUSHBLUFF,3,1.0000000000
039:NORTHKINGSLAND,3,1.0000000000
039:NORTHSTMARYS,3,1.0000000000
039:SOUTHSTMARYS,3,1.0000000000
039:STMARYS,3,1.0000000000
039:TARBORO,3,1.0000000000
039:WAVERLY,3,1.0000000000
039:WESTKINGSLAND,3,1.0000000000
039:WESTSTMARYS,3,1.0000000000
039:WOODBINE,3,1.0000000000
043:JSCC,4,1.0000000000
045:BETHANY,30,1.0000000000
045:BONNER,30,1.0000000000
045:BOWDON,30,1.0000000000
045:BOWDONJUNCTION,30,1.0000000000
045:BURSONCENTER,30,1.0000000000
045:BURWELL,30,1.0000000000
045:CENTERPOINT,30,1.0000000000
045:CLEM,30,1.0000000000
045:COUNTYADMINBLDG,30,1.0000000000
045:FAIRFIELD,30,1.0000000000
045:HULETT,30,1.0000000000
045:KANSAS,30,1.0000000000
045:LAKESHORERECCENTER,30,1.0000000000
045:MTZION,30,1.0000000000
045:OAKGROVE,30,1.0000000000
045:OLDCAMPCHURCH,30,1.0000000000
045:ROOPVILLE,30,1.0000000000
045:SANDHILL,30,1.0000000000
045:TABERNACLECHURCH,30,1.0000000000
045:TEMPLECITY,30,1.0000000000
045:TEMPLECOUNTY,30,1.0000000000
045:TYUS,30,1.0000000000
045:UNIVERSITYOFWGA,30,1.0000000000
045:VILLARICACITY,30,1.0000000000
045:VRCOUNTYNORTH,30,1.0000000000
045:VRCOUNTYSOUTH,30,1.0000000000
045:WESTCARROLLTON,30,1.0000000000
045:WHITESBURG,30,1.0000000000
047:BLACKSTOCK,53,1.0000000000
047:BOYNTON,53,1.0000000000
047:CATOOSAKEITH,53,1.0000000000
047:CHAMBERS,53,1.0000000000
047:FTOGLETHORPE,53,1.0000000000
047:GRAYSVILLE,53,1.0000000000
047:LAKEVIEW,53,1.0000000000
047:POPLARSPRINGS,53,1.0000000000
047:RINGGOLD,53,1.0000000000
047:WESTSIDE,53,1.0000000000
047:WOODSTATION,53,1.0000000000
049:FOLKSTON,3,1.0000000000
049:GABEND,3,1.0000000000
049:HOMELAND,3,1.0000000000
049:RACEPOND,3,1.0000000000
049:STGEORGE,3,1.0000000000
049:WINOKUR,3,1.0000000000
051:051XFTPU,1,1.0000000000
051:101CFIRSTPRESBYTERIANCHURCH,2,1.0000000000
051:105CJEABUILDING,2,1.0000000000
051:106CCENTRALCHURCHOFCHRIST,2,1.0000000000
051:108CGRACEUNITEDMETHODISTCHURCH,2,1.0000000000
051:109CIMMANUELBAPTISTCHURCH,2,1.0000000000
051:110CSTTHOMASEPISCOPALCHURCH,1,1.0000000000
051:112CISLEOFHOPEBAPTIST,1,1.0000000000
051:113CTHESANCTUARY,1,1.0000000000
051:114CSTLUKEUNITEDMETHODISTCHURCH,1,1.0000000000
051:116CFERGUSONAVEBAPTIST,1,1.0000000000
051:117CISLANDSCHRISTIANCHURCH,1,1.0000000000
051:202CRIVERPOINTE,2,1.0000000000
051:203CWWLAWCENTER,2,1.0000000000
051:204CFELLOWSHIPOFLOVECHURCH,2,1.0000000000
051:205CHOLYSPIRITLUTHERANCHURCH,2,1.0000000000
051:206CELIWHITNEYCOMPLEX,1,0.8941605839
051:206CELIWHITNEYCOMPLEX,2,0.1058394161
051:206CELIWHITNEYCOMPLEXSAVANNAH,2,1.0000000000
051:207CCHRISTCOMMUNITYCHURCH,2,1.0000000000
051:209CSALVATIONARMY,2,1.0000000000
051:211COASISOFHOPE,2,1.0000000000
051:212CWILLIAMSCOURTAPTS,2,1.0000000000
051:302CTEMPLEMICKVEISRAEL,2,1.0000000000
051:303CSAVANNAHHIGHSCHOOL,2,1.0000000000
051:304CFIRSTAFRICANBAPTISTCHURCH,2,1.0000000000
051:305CNEWGENERATIONSCATHEDRAL,2,1.0000000000
051:308CJENKINSHIGHSCHOOL,2,1.0000000000
051:309CTHECONNEXIONCHURCH,2,1.0000000000
051:310CBIBLEBAPTISTCHURCH,2,1.0000000000
051:311CSOUTHSIDEBAPTISTCHURCH,2,1.0000000000
051:312CTHUNDERBOLTMUNICOMPLEX,2,1.0000000000
051:313CNEWCOV7DAYADVCH,2,1.0000000000
051:314COGLETHORPECHARTERACADEMY,2,1.0000000000
051:314COGLETHORPECHARTERACADEMYSAVANNAH,2,1.0000000000
051:402CISLANDSHIGHSCHOOLANNEX,1,1.0000000000
051:404CLIGHTHOUSEBAPTISTCHURCH,1,1.0000000000
051:405CSTFRANCISEPISCOPALCHURCH,1,1.0000000000
051:406CFIRSTBAPTISTOFTHEISLAND,1,1.0000000000
051:407CWILMINGTONISLANDUMC,1,1.0000000000
051:408CWILMINGTONISLANDPRESCHURCH,1,1.0000000000
051:410CBURKEDAYPUBLICSAFETYBLDG,1,1.0000000000
051:411CISLANDOLDSCHOOLCAFE,1,1.0000000000
051:412CSTPETERSEPISCOPAL,1,1.0000000000
051:413CSKIDAWAYCOMMUNITYCHURCH,1,1.0000000000
051:414CSKIDAWAYISLANDMETHODISTCHURCH,1,1.0000000000
051:502CSENIORCITIZENSCENTER,2,1.0000000000
051:503CBUTLERPRESBYTERIANCHURCH,2,1.0000000000
051:505CLIBERTYCITYCOMMCTR,2,1.0000000000
051:506CSEEDCHURCH,2,1.0000000000
051:506CSEEDCHURCHSAVANNAH,2,1.0000000000
051:507CELKSLODGE,2,1.0000000000
051:508CSAVANNAHPRIMITIVEBC,2,1.0000000000
051:510CJONESVILLEBAPTISTCHURCH,2,1.0000000000
051:511CLARGOTIBETELEMENTARY,2,1.0000000000
051:601CWHITEBLUFFPRESBYTERIAN,2,1.0000000000
051:602CWINDSORFORESTBAPTIST,1,1.0000000000
051:602CWINDSORFORESTBAPTISTSAVANNAH,1,1.0000000000
051:603CCRUSADERCOMMCENTER,2,1.0000000000
051:605CWINDSORHALL,2,1.0000000000
051:606CTHELIGHTCHURCH,2,1.0000000000
051:608CCHRISTMEMORIALBAPTISTCHURCH,2,1.0000000000
051:609CTRINITYLUTHERANCHURCH,2,1.0000000000
051:610CGEORGETOWNELEMENTARY,1,1.0000000000
051:610CGEORGETOWNELEMENTARYSAVANNAH,1,1.0000000000
051:611CCOASTALGABOTANICALGARDENS,1,1.0000000000
051:611CCOASTALGABOTANICALGARDENSSAVANNAH,1,1.0000000000
051:701CFIRSTBAPTISTCHURCHOFGARDENCITY,2,1.0000000000
051:703CPBEDWARDSGYM,2,1.0000000000
051:704CLAKESHORECOMMCTR,2,1.0000000000
051:705CWOODLAWNBAPTISTCHURCH,2,1.0000000000
051:706C1STBAPTISTCHURCHOFPOOLER,4,1.0000000000
051:707CROTHWELLBAPTISTCHURCH,4,1.0000000000
051:708CBLOOMINGDALECOMMCTR,1,0.7828793774
051:708CBLOOMINGDALECOMMCTR,2,0.0000000000
051:708CBLOOMINGDALECOMMCTR,4,0.2171206226
051:708CBLOOMINGDALECOMMCTRSAVANNAH,1,1.0000000000
051:709CCOMPASSIONCHRISTIANHENDERSON,1,1.0000000000
051:709CCOMPASSIONCHRISTIANHENDERSONSAVANNAH,1,1.0000000000
051:710CPROGRESSIVERECCENTER,1,0.0010887316
051:710CPROGRESSIVERECCENTER,2,0.9989112684
051:711CSAVANNAHFIRESTATION14,2,1.0000000000
051:712CWESTCHATHAMBAPTISTCHURCH,1,0.0179028133
051:712CWESTCHATHAMBAPTISTCHURCH,4,0.9820971867
051:713CSOUTHSIDEFIRETRNGCTR,4,1.0000000000
051:713CSOUTHSIDEFIRETRNGCTRGARDENCITY,4,1.0000000000
051:714CCOASTALCATHEDRAL,2,1.0000000000
051:715CRICECREEKSCHOOL,2,1.0000000000
051:716CPOOLERRECREATIONCENTERGYMNASIUM,1,0.9925773196
051:716CPOOLERRECREATIONCENTERGYMNASIUM,4,0.0074226804
051:801CRMGCIVILRIGHTSMUSEUM,2,1.0000000000
051:802CHELLENICCENTER,2,1.0000000000
051:803CSILKHOPEBAPTISTCHURCH,2,1.0000000000
051:803CSILKHOPEBAPTISTCHURCHGARDENCITY,2,1.0000000000
051:805CWBROADSTYMCA,2,1.0000000000
051:806CTOMPKINSRECCENTER,2,1.0000000000
051:807CWOODVILLETOMPKINSTI,2,1.0000000000
051:808CRESUROFOURLORDCHURCH,2,1.0000000000
051:809CMOSESJACKSONCENTER,2,1.0000000000
051:810CCARVERHEIGHTSCOMMCTR,2,1.0000000000
051:811CBUTLERELEMENTARY,2,1.0000000000
051:812CBEACHHIGHSCHOOL,2,1.0000000000
051:813CSAVANNAHCHRISTIAN,2,1.0000000000
051:815CCOOPERCENTER,2,1.0000000000
051:816CMIGHTY8THMUSEUM,4,1.0000000000
051:817CGEORGIATECHSAVANNAHCAMPUS,2,1.0000000000
051:818CSAVANNAHFIRST7THDAYADVCHURCH,2,1.0000000000
053:053FTBEN1,15,1.0000000000
053:053FTBEN2,15,1.0000000000
053:053FTBEN3,15,1.0000000000
053:ACTIVITYCENTER,15,1.0000000000
055:DIRTTOWN,53,1.0000000000
055:HAYWOOD,53,1.0000000000
055:LYERLY,53,1.0000000000
055:MENLO,53,1.0000000000
055:SUBLIGNA,53,1.0000000000
055:SUMMERVILLE,53,1.0000000000
055:TRION,53,1.0000000000
057:AIRACRES,56,1.0000000000
057:ARNOLDMILL,56,1.0000000000
057:AVERY,21,1.0000000000
057:BALLGROUND,21,1.0000000000
057:BASCOMB,32,1.0000000000
057:BELLS,32,1.0000000000
057:BOOTH,32,1.0000000000
057:BRADSHAW,21,1.0000000000
057:BRIDGEMILL,32,1.0000000000
057:CANTON,21,1.0000000000
057:CARMEL,32,1.0000000000
057:CLAYTON,21,1.0000000000
057:CONNSCREEK,21,1.0000000000
057:DEERRUN,32,1.0000000000
057:DIXIE,32,1.0000000000
057:FREEHOME,21,1.0000000000
057:HICKORYFLAT,21,1.0000000000
057:HIGHTOWER,21,1.0000000000
057:HILLSIDE,32,1.0000000000
057:HOLLYSPRINGS,56,1.0000000000
057:KELLOGG,32,1.0000000000
057:LIBERTY,32,1.0000000000
057:LITTLERIVER,56,1.0000000000
057:MACEDONIA,21,1.0000000000
057:MOUNTAINROAD,21,1.0000000000
057:NEESE,56,1.0000000000
057:OAKGROVE,32,1.0000000000
057:RMMOORE,21,1.0000000000
057:ROSECREEK,32,1.0000000000
057:RTJONES,21,1.0000000000
057:SALACOA,21,1.0000000000
057:SIXES,32,1.0000000000
057:SUTALLEE,32,1.0000000000
057:TEASLEY,21,1.0000000000
057:TOONIGH,56,1.0000000000
057:UNIONHILL,21,1.0000000000
057:UNIVETER,21,1.0000000000
057:VICTORIA,32,1.0000000000
057:WALESKA,21,1.0000000000
057:WILDCAT,56,1.0000000000
057:WOODLANDS,56,1.0000000000
057:WOODSTOCK,56,1.0000000000
059:1A,47,1.0000000000
059:1B,47,1.0000000000
059:1C,46,1.0000000000
059:1D,46,1.0000000000
059:2A,47,1.0000000000
059:2B,47,1.0000000000
059:3A,46,1.0000000000
059:3B,46,0.4015151515
059:3B,47,0.5984848485
059:4A,47,1.0000000000
059:4B,46,1.0000000000
059:5A,47,1.0000000000
059:5B,47,1.0000000000
059:5C,47,1.0000000000
059:5D,47,1.0000000000
059:6A,46,1.0000000000
059:6B,47,1.0000000000
059:6C,46,0.6671826625
059:6C,47,0.3328173375
059:6D,47,1.0000000000
059:7A,46,1.0000000000
059:7B,46,1.0000000000
059:7C,46,1.0000000000
059:8A,47,1.0000000000
059:8B,47,1.0000000000
059:8C,47,1.0000000000
061:BLUFFTON,12,1.0000000000
061:COURTHOUSE,12,1.0000000000
061:DAYSCROSSROAD,12,1.0000000000
061:OLDHEADSTART,12,1.0000000000
061:ZETTO,12,1.0000000000
063:ELLENWOOD1,44,1.0000000000
063:ELLENWOOD2,44,1.0000000000
063:FORESTPARK1,34,1.0000000000
063:FORESTPARK2,34,1.0000000000
063:FORESTPARK3,34,1.0000000000
063:FORESTPARK4,34,1.0000000000
063:FORESTPARK5,34,1.0000000000
063:FORESTPARK6,34,1.0000000000
063:JONESBORO1,34,1.0000000000
063:JONESBORO10,34,1.0000000000
063:JONESBORO11,44,1.0000000000
063:JONESBORO12,34,1.0000000000
063:JONESBORO13,44,1.0000000000
063:JONESBORO14,44,1.0000000000
063:JONESBORO15,34,1.0000000000
063:JONESBORO16,34,1.0000000000
063:JONESBORO17,34,1.0000000000
063:JONESBORO18,44,1.0000000000
063:JONESBORO19,34,1.0000000000
063:JONESBORO2,34,1.0000000000
063:JONESBORO20,34,1.0000000000
063:JONESBORO21,44,1.0000000000
063:JONESBORO22,44,1.0000000000
063:JONESBORO3,44,1.0000000000
063:JONESBORO4,34,1.0000000000
063:JONESBORO5,44,1.0000000000
063:JONESBORO6,44,1.0000000000
063:JONESBORO7,44,1.0000000000
063:JONESBORO8,44,1.0000000000
063:JONESBORO9,34,1.0000000000
063:LAKECITY,44,1.0000000000
063:LOVEJOY1,44,1.0000000000
063:LOVEJOY2,44,1.0000000000
063:LOVEJOY3,44,1.0000000000
