precinct_key,district_num,area_weight
001:1B,1,1.0000000000
001:1C,1,1.0000000000
001:2,1,1.0000000000
001:3A1,1,1.0000000000
001:3C,1,1.0000000000
001:4B,1,1.0000000000
001:4D,1,1.0000000000
001:5A,1,1.0000000000
001:5B,1,1.0000000000
003:AXSON,8,1.0000000000
003:PEARSONCITY,8,1.0000000000
003:PEARSONCOUNTY,8,1.0000000000
003:WILLACOOCHEE,8,1.0000000000
005:DOUGLAS,1,1.0000000000
007:ANNA,2,1.0000000000
007:ELMODEL,2,1.0000000000
007:HOGGARDSMILL,2,1.0000000000
007:MILFORD,2,1.0000000000
007:NEWTON,2,1.0000000000
009:BODDIE,8,1.0000000000
009:CITYHALLANNEX,8,1.0000000000
009:COOPERS,8,1.0000000000
009:COURTHOUSE,8,1.0000000000
009:EASTBALDWIN,8,1.0000000000
009:EASTHARDWICK,8,1.0000000000
009:MERIWETHER,8,1.0000000000
009:NORTHBALDWIN,8,1.0000000000
009:NORTHMILLEDGEVILLE,8,1.0000000000
009:SCOTTBORO,8,1.0000000000
009:SOUTHMILLEDGEVILLE,8,1.0000000000
009:WESTBALDWIN,8,1.0000000000
009:WESTHARDWICK,8,1.0000000000
009:WESTTHOMAS,8,1.0000000000
011:ANDERSON,9,1.0000000000
011:BALDWIN,9,1.0000000000
011:BERLIN,9,1.0000000000
011:BUSHVILLE,9,1.0000000000
011:COLUMBIA,9,1.0000000000
011:DAVIDS,9,1.0000000000
011:GOLDENHILL,9,1.0000000000
011:GROVERIVER,9,1.0000000000
011:HOLLINGSWORTH,9,1.0000000000
011:HOMER,9,1.0000000000
011:POPLARSPRINGS,9,1.0000000000
011:WASHINGTON,9,1.0000000000
011:WILMONTS,9,1.0000000000
013:01,10,1.0000000000
013:02,10,1.0000000000
013:03,10,1.0000000000
013:04,10,1.0000000000
013:05,10,1.0000000000
013:08,10,1.0000000000
013:13,10,1.0000000000
013:16,10,1.0000000000
015:ADAIRSVILLE,11,1.0000000000
015:ALLATOONA,11,1.0000000000
015:CARTERSVILLEEAST,11,1.0000000000
015:CARTERSVILLEWEST,11,1.0000000000
015:CASSVILLE,11,1.0000000000
015:CENTER,11,1.0000000000
015:EMERSON,11,1.0000000000
015:EUHARLEE,11,1.0000000000
015:FOLSOM,11,1.0000000000
015:HAMILTONCROSSING,11,1.0000000000
015:KINGSTON,11,1.0000000000
015:MISSIONROAD,11,1.0000000000
015:PINELOG,11,1.0000000000
015:TAYLORSVILLE,11,1.0000000000
015:WHITE,11,1.0000000000
015:WOODLAND,11,1.0000000000
015:ZENADRIVE,11,1.0000000000
017:EAST,8,1.0000000000
019:ALAPAHA,8,1.0000000000
019:ENIGMA,8,1.0000000000
019:NASHVILLE,8,1.0000000000
019:RAYCITY,8,1.0000000000
019:WESTBERRIEN,8,1.0000000000
021:EASTMACON1,2,1.0000000000
021:EASTMACON2,2,1.0000000000
021:EASTMACON3,2,1.0000000000
021:EASTMACON4,2,1.0000000000
021:EASTMACON5,2,1.0000000000
021:GODFREY1,2,1.0000000000
021:GODFREY2,2,1.0000000000
021:GODFREY3,2,1.0000000000
021:GODFREY4,2,1.0000000000
021:GODFREY5,2,1.0000000000
021:HAZZARD1,2,1.0000000000
021:HAZZARD2,8,1.0000000000
021:HAZZARD3,2,1.0000000000
021:HAZZARD4,8,1.0000000000
